1.000000000000000056e-01,4.528605144866817284e-02,8.987389481193112928e-02
1.000000000000000056e-01,9.808261069032574164e-02,3.579319339090608620e-02
1.000000000000000056e-01,5.475709774606544317e-02,5.317904420315600067e-03
1.000000000000000056e-01,5.748888327318600611e-02,4.883297785723927746e-03
1.000000000000000056e-01,2.254815433258585550e-02,1.032575074989003881e-02
1.000000000000000056e-01,8.782757706697866262e-02,4.297581849952760574e-02
1.000000000000000056e-01,2.495079328355307574e-02,9.533342306869127536e-02
1.000000000000000056e-01,2.679880806956675895e-02,9.797323868525603663e-02
1.000000000000000056e-01,7.087622818218178300e-02,1.376048981537688655e-02
1.000000000000000056e-01,9.990821818815562305e-02,3.892484334108988614e-02
1.000000000000000056e-01,1.041412532925601805e-02,1.398748961015167103e-02
1.000000000000000056e-01,5.280662357769279336e-02,6.978491115757034895e-03
1.000000000000000056e-01,2.437127394795426255e-02,6.181247631547975852e-02
1.000000000000000056e-01,3.935923361449041036e-02,6.392328634446674263e-02
1.000000000000000056e-01,2.609220230581733510e-02,9.082258083863568865e-02
1.000000000000000056e-01,3.817993998361045305e-02,4.449146414626083818e-02
1.000000000000000056e-01,3.896408026696378257e-02,7.350598695356957632e-03
1.000000000000000056e-01,4.128581117340274220e-02,4.719545106544320578e-02
1.000000000000000056e-01,1.490791753586886460e-02,8.011677196821336000e-02
1.000000000000000056e-01,1.529355004991116498e-02,5.700697923206630990e-02
1.000000000000000056e-01,2.751530678644660208e-02,6.709910877731202483e-02
1.000000000000000056e-01,7.295994796618074374e-02,7.036750706792193819e-03
1.000000000000000056e-01,9.176430950274817866e-02,4.825709749053745667e-02
1.000000000000000056e-01,7.239734910656744904e-02,4.839782076239081826e-02
1.000000000000000056e-01,6.656991114294046052e-02,1.644552622985684387e-02
1.000000000000000056e-01,6.237954106632966761e-02,2.978252632419372409e-02
1.000000000000000056e-01,6.976607003768328652e-02,3.475452818318440495e-02
1.000000000000000056e-01,4.220033477691855633e-02,2.296440474807854779e-02
1.000000000000000056e-01,2.108153689608027563e-03,1.355119279622298868e-02
1.000000000000000056e-01,2.965381800495344583e-02,1.369372949032277020e-03
1.000000000000000056e-01,8.448646656092442808e-02,9.421613210768878255e-02
1.000000000000000056e-01,6.823345087568385980e-02,4.404390880110119200e-02
1.000000000000000056e-01,5.447038078052190979e-03,6.835897917359655407e-02
1.000000000000000056e-01,1.756059160779612632e-02,8.867026637126063787e-03
1.000000000000000056e-01,1.431628647926772545e-02,2.572495491032695744e-02
1.000000000000000056e-01,6.069245272570426147e-02,2.424000808822028910e-02
1.000000000000000056e-01,3.601769545554121821e-02,2.649546421572547203e-02
1.000000000000000056e-01,3.255684448526215830e-02,6.144132793901434242e-02
1.000000000000000056e-01,7.889432310475380516e-02,5.071166552454721421e-02
1.000000000000000056e-01,3.033522427927185655e-02,5.135789886615647198e-02
1.000000000000000056e-01,6.519090179558739359e-03,7.984950296548051774e-02
1.000000000000000056e-01,3.133946826228182353e-02,1.684469482290364833e-02
1.000000000000000056e-01,5.716243352740415368e-02,2.817304620707450358e-02
1.000000000000000056e-01,8.588134082900986122e-02,2.254459875613271796e-02
1.000000000000000056e-01,6.426299837084731292e-02,9.608751895081227290e-02
1.000000000000000056e-01,2.627961216981754625e-02,9.257891074563170952e-02
1.000000000000000056e-01,2.042981049117558248e-02,5.969520662849706755e-02
1.000000000000000056e-01,6.974715186952665236e-02,2.617058642324351231e-02
1.000000000000000056e-01,9.776622465399829875e-02,5.600603200501350770e-02
1.000000000000000056e-01,9.672190191385886260e-02,2.033168885908672591e-02
1.000000000000000056e-01,6.702045638901249491e-02,6.505231510085474067e-02
1.000000000000000056e-01,4.918185224472224754e-02,4.746399362722317911e-02
1.000000000000000056e-01,3.849159832285660443e-02,2.334928233121680383e-03
1.000000000000000056e-01,4.101670054458177173e-02,7.948618581821520479e-02
1.000000000000000056e-01,6.958885295187612618e-02,6.397716408064217652e-02
1.000000000000000056e-01,2.733431181191179477e-02,3.273003074620636083e-02
1.000000000000000056e-01,5.067076133559148682e-02,6.255427035140323500e-02
1.000000000000000056e-01,5.216455702416443463e-02,9.904384659050204098e-02
1.000000000000000056e-01,1.432396443319772228e-02,3.439847692332670404e-02
1.000000000000000056e-01,1.301759447602616158e-02,7.863189821703996107e-02
1.000000000000000056e-01,6.036249466752229009e-02,3.021483602740378943e-02
1.000000000000000056e-01,1.937918357495059876e-02,5.196143588581614292e-03
1.000000000000000056e-01,3.388052148974887018e-02,6.541868603514369718e-02
1.000000000000000056e-01,4.993436295165246813e-02,2.636252107363901143e-02
1.000000000000000056e-01,6.931022908663797208e-03,6.567438008404322125e-02
1.000000000000000056e-01,5.608509665674512451e-02,3.329141469524423552e-02
1.000000000000000056e-01,7.650941536703168011e-02,7.359657042981640473e-02
1.000000000000000056e-01,7.258496238427340763e-02,7.745985409147015943e-02
1.000000000000000056e-01,1.554501426575183396e-03,6.789974724164105253e-03
1.000000000000000056e-01,3.401279901218012824e-02,4.849946633591014494e-02
1.000000000000000056e-01,4.778523150116668894e-02,6.597155778620930611e-02
1.000000000000000056e-01,9.098802225488211021e-03,2.639907350759853472e-02
1.000000000000000056e-01,2.060672392403158776e-02,4.140249043329920914e-02
1.000000000000000056e-01,8.349225077486259472e-02,7.602219980617408446e-02
1.000000000000000056e-01,8.502614368458702443e-02,8.231863131445368853e-02
1.000000000000000056e-01,4.547318736986172283e-02,8.254490650377802052e-02
1.000000000000000056e-01,4.084485238368014415e-02,7.548109506638360500e-02
1.000000000000000056e-01,5.724652803389507043e-03,8.224196584661638831e-02
1.000000000000000056e-01,9.323835384283063465e-02,2.146695117678304454e-02
1.000000000000000056e-01,3.073814734518738254e-02,4.550755744396527136e-02
1.000000000000000056e-01,8.837524496809278859e-03,9.770309474216722079e-02
1.000000000000000056e-01,1.813247202622152512e-02,6.704947319150855733e-02
1.000000000000000056e-01,6.172358404788034353e-02,1.205257360769125194e-02
1.000000000000000056e-01,3.862807787367084078e-03,2.049899323666758491e-02
1.000000000000000056e-01,5.954535787146142053e-03,3.181092658635324005e-02
1.000000000000000056e-01,6.392295267080287668e-02,8.658512940650109346e-02
1.000000000000000056e-01,8.465153969893599029e-02,3.817575796876868793e-02
1.000000000000000056e-01,9.318058184423883006e-03,9.177779804731328595e-02
1.000000000000000056e-01,6.689303673048960230e-02,7.812775832918516378e-03
1.000000000000000056e-01,6.470053230188491100e-02,8.717611638911682004e-02
1.000000000000000056e-01,2.483512277956304720e-02,4.576870049763681614e-02
1.000000000000000056e-01,6.941823045202587250e-02,4.065825129293051260e-02
1.000000000000000056e-01,1.421125492292973826e-03,6.452734894650871689e-02
1.000000000000000056e-01,9.744000637831030931e-02,1.071691126684406505e-02
1.000000000000000056e-01,4.677885085293616990e-02,6.150350375140319070e-02
1.000000000000000056e-01,9.552632982531014672e-02,6.261179241328811151e-02
1.000000000000000056e-01,7.188283405279306815e-02,4.347740770267306820e-02
1.000000000000000056e-01,4.044100936421932829e-02,2.786398097104830773e-02
1.000000000000000056e-01,2.878077842303700118e-02,5.031851793622517388e-02
1.000000000000000056e-01,4.080596037449563118e-02,1.107521967559036390e-02
